19990.2;19930.6;20020.9;19903.4;19958;20049.5;19910.6;19841;19868.7;19933.1;
238407;239502;238578;240363;240182;237466;236772;238134;239193;239095;
3.83393e+06;3.75654e+06;3.80258e+06;3.83958e+06;3.83196e+06;3.76195e+06;3.76057e+06;3.78672e+06;3.79037e+06;3.82465e+06;
1.03914e+08;1.03542e+08;1.03165e+08;1.0396e+08;1.0334e+08;1.03774e+08;1.03116e+08;1.03723e+08;1.03976e+08;1.03853e+08;
3.75344e+09;3.74937e+09;3.74886e+09;3.75381e+09;3.74915e+09;3.75478e+09;3.75072e+09;3.75015e+09;3.75369e+09;3.74567e+09;
